Sale_ID,Date_ID,Product_ID,Doctor_ID,Distributor_ID,Territory_ID,Units_Sold,Unit_Price,Discount,Revenue,Cost,Profit
S004260,20230917,P032,D0173,DT0097,T025,115,38.64,91.99,4351.61,2846.25,1505.36
S004261,20250126,P035,D0153,DT0016,T020,537,170.21,5449.09,85953.68,59005.56,26948.12
S004262,20231001,P021,D0121,DT0095,T016,106,80.52,502.02,8033.1,6578.36,1454.74
S004263,20250930,P015,D0075,DT0087,T022,219,101.33,1537.62,20653.65,16650.57,4003.08
S004264,20230618,P035,D0173,DT0035,T025,556,176.6,5774.57,92415.03,61093.28,31321.75
S004265,20250514,P037,D0287,DT0080,T013,322,35.43,264.83,11143.63,5979.54,5164.09
S004266,20250130,P029,D0129,DT0084,T009,235,48.43,453.93,10927.12,8300.2,2626.92
S004267,20250809,P044,D0214,DT0100,T020,615,39.38,1296.2,22922.5,13653.0,9269.5
S004268,20230201,P050,D0248,DT0004,T017,79,37.66,107.51,2867.63,1727.73,1139.9
S004269,20230813,P010,D0049,DT0100,T029,381,166.57,2313.82,61149.35,28205.43,32943.92
S004270,20250822,P008,D0039,DT0056,T019,48,734.87,2582.42,32691.34,19674.24,13017.1
S004271,20240704,P045,D0225,DT0057,T019,105,62.38,373.3,6176.6,3869.25,2307.35
S004272,20240717,P006,D0029,DT0001,T016,615,55.64,119.12,34099.48,14593.95,19505.53
S004273,20241008,P010,D0042,DT0086,T030,573,166.92,5928.36,89716.8,42419.19,47297.61
S004274,20241225,P038,D0200,DT0025,T007,313,63.61,163.95,19745.98,12579.47,7166.51
S004275,20240122,P042,D0263,DT0099,T011,6,190.33,12.86,1129.12,576.0,553.12
S004276,20241223,P044,D0203,DT0045,T016,729,39.78,1433.29,27566.33,16183.8,11382.53
S004277,20241219,P027,D0141,DT0097,T013,170,311.59,3430.74,49539.56,24967.9,24571.66
S004278,20240411,P022,D0103,DT0003,T016,659,158.95,2397.91,102350.14,47606.16,54743.98
S004279,20230505,P040,D0258,DT0014,T016,10,992.37,86.4,9837.3,5518.3,4319.0
S004280,20251011,P038,D0251,DT0070,T007,278,63.01,334.41,17182.37,11172.82,6009.55
S004281,20231216,P014,D0273,DT0041,T013,244,125.19,1365.94,29180.42,15767.28,13413.14
S004282,20250927,P006,D0046,DT0037,T014,762,54.02,2704.72,38458.52,18082.26,20376.26
S004283,20251118,P004,D0016,DT0013,T006,62,74.88,97.89,4544.67,2916.48,1628.19
S004284,20250330,P034,D0167,DT0065,T030,67,139.37,385.29,8952.5,4635.73,4316.77
S004285,20251030,P022,D0255,DT0065,T014,494,156.74,329.08,77100.48,35686.56,41413.92
S004286,20240722,P003,D0021,DT0082,T010,549,141.85,6217.69,71657.96,37633.95,34024.01
S004287,20240310,P026,D0131,DT0064,T030,325,101.76,1561.59,31510.41,23023.0,8487.41
S004288,20241008,P010,D0040,DT0056,T013,65,164.17,690.24,9980.81,4811.95,5168.86
S004289,20251102,P037,D0193,DT0027,T019,150,37.13,5.4,5564.1,2785.5,2778.6
S004290,20230829,P016,D0098,DT0039,T026,550,130.67,3689.62,68178.88,33308.0,34870.88
S004291,20250906,P041,D0224,DT0067,T022,89,157.45,189.15,13823.9,7267.74,6556.16
S004292,20240512,P036,D0191,DT0058,T005,73,247.33,613.58,17441.51,10490.83,6950.68
S004293,20240914,P044,D0209,DT0077,T018,550,38.37,963.41,20140.09,12210.0,7930.09
S004294,20250325,P008,D0027,DT0020,T016,16,739.16,434.71,11391.85,6558.08,4833.77
S004295,20250102,P037,D0180,DT0084,T001,271,35.29,516.02,9047.57,5032.47,4015.1
S004296,20240605,P044,D0213,DT0089,T003,550,40.32,688.74,21487.26,12210.0,9277.26
S004297,20240623,P043,D0214,DT0030,T020,93,805.81,5562.05,69378.28,41036.25,28342.03
S004298,20241030,P021,D0266,DT0066,T007,404,85.31,807.0,33658.24,25072.24,8586.0
S004299,20240704,P003,D0025,DT0084,T027,357,140.07,391.92,49613.07,24472.35,25140.72
S004300,20250424,P020,D0077,DT0004,T018,387,98.64,1582.13,36591.55,19446.75,17144.8
S004301,20251028,P003,D0007,DT0077,T021,175,136.68,107.95,23811.05,11996.25,11814.8
S004302,20250904,P010,D0037,DT0023,T020,467,163.85,4662.62,71855.33,34572.01,37283.32
S004303,20240927,P044,D0256,DT0019,T030,248,38.78,570.6,9046.84,5505.6,3541.24
S004304,20230820,P041,D0220,DT0060,T024,191,152.61,143.89,29004.62,15597.06,13407.56
S004305,20240401,P016,D0094,DT0094,T015,244,129.26,1097.9,30441.54,14776.64,15664.9
S004306,20240116,P041,D0208,DT0062,T024,191,157.07,2211.94,27788.43,15597.06,12191.37
S004307,20230228,P004,D0003,DT0097,T019,83,78.3,286.75,6212.15,3904.32,2307.83
S004308,20230912,P026,D0136,DT0054,T029,571,99.98,2504.05,54584.53,40449.64,14134.89
S004309,20250115,P022,D0121,DT0040,T005,629,149.61,4038.56,90066.13,45438.96,44627.17
S004310,20230813,P026,D0137,DT0001,T016,142,103.93,722.67,14035.39,10059.28,3976.11
S004311,20251107,P039,D0182,DT0022,T021,56,427.85,1841.0,22118.6,11875.92,10242.68
S004312,20240620,P038,D0198,DT0051,T024,103,60.49,475.31,5755.16,4139.57,1615.59
S004313,20241127,P024,D0101,DT0026,T016,43,207.25,341.27,8570.48,3642.96,4927.52
S004314,20230710,P004,D0263,DT0077,T011,610,74.45,2545.32,42869.18,28694.4,14174.78
S004315,20250305,P038,D0188,DT0050,T013,25,62.34,65.51,1492.99,1004.75,488.24
S004316,20250312,P007,D0030,DT0063,T015,89,889.69,2675.67,76506.74,33812.88,42693.86
S004317,20240826,P006,D0271,DT0082,T027,221,56.06,332.37,12056.89,5244.33,6812.56
S004318,20231110,P002,D0023,DT0090,T022,90,313.27,1890.16,26304.14,16649.1,9655.04
S004319,20251220,P006,D0271,DT0034,T017,394,52.0,351.55,20136.45,9349.62,10786.83
S004320,20230409,P004,D0019,DT0062,T024,315,73.41,193.14,22931.01,14817.6,8113.41
S004321,20250615,P040,D0192,DT0068,T017,23,967.3,468.42,21779.48,12692.09,9087.39
S004322,20230824,P038,D0281,DT0065,T023,346,60.17,684.93,20133.89,13905.74,6228.15
S004323,20251123,P021,D0120,DT0064,T024,311,87.09,62.88,27022.11,19300.66,7721.45
S004324,20250715,P016,D0097,DT0092,T023,362,133.1,2931.82,45250.38,21922.72,23327.66
S004325,20240530,P014,D0054,DT0041,T004,104,127.42,729.96,12521.72,6720.48,5801.24
S004326,20250519,P050,D0245,DT0018,T007,169,37.23,26.56,6265.31,3696.03,2569.28
S004327,20230112,P014,D0060,DT0021,T023,510,125.78,4383.64,59764.16,32956.2,26807.96
S004328,20241017,P032,D0161,DT0099,T016,325,37.49,591.57,11592.68,8043.75,3548.93
S004329,20251125,P010,D0030,DT0079,T019,173,166.39,704.64,28080.83,12807.19,15273.64
S004330,20250118,P035,D0168,DT0045,T012,100,165.2,243.01,16276.99,10988.0,5288.99
S004331,20250603,P050,D0228,DT0081,T023,221,38.24,581.29,7869.75,4833.27,3036.48
S004332,20250112,P004,D0001,DT0084,T006,756,77.06,679.48,57577.88,35562.24,22015.64
S004333,20250314,P039,D0179,DT0071,T022,148,399.27,2796.31,56295.65,31386.36,24909.29
S004334,20251225,P019,D0085,DT0036,T024,170,196.82,2211.67,31247.73,14837.6,16410.13
S004335,20250405,P022,D0124,DT0082,T010,247,151.16,631.17,36705.35,17843.28,18862.07
S004336,20231116,P022,D0117,DT0044,T010,419,149.78,4733.81,58024.01,30268.56,27755.45
S004337,20240209,P014,D0260,DT0091,T015,273,125.47,31.68,34221.63,17641.26,16580.37
S004338,20250216,P003,D0280,DT0027,T022,214,131.19,890.78,27183.88,14669.7,12514.18
S004339,20230516,P038,D0195,DT0055,T027,177,60.49,760.14,9946.59,7113.63,2832.96
S004340,20250508,P043,D0222,DT0061,T008,88,848.22,2372.5,72270.86,38830.0,33440.86
S004341,20251206,P050,D0249,DT0011,T013,619,39.59,13.77,24492.44,13537.53,10954.91
S004342,20230404,P003,D0025,DT0058,T005,313,135.12,1382.49,40910.07,21456.15,19453.92
S004343,20230224,P013,D0054,DT0041,T004,280,49.85,768.79,13189.21,7579.6,5609.61
S004344,20250430,P044,D0208,DT0064,T024,327,39.94,682.58,12377.8,7259.4,5118.4
S004345,20240208,P026,D0132,DT0016,T023,531,101.41,4302.58,49546.13,37616.04,11930.09
S004346,20241202,P002,D0006,DT0023,T020,93,317.94,1221.64,28346.78,17204.07,11142.71
S004347,20240204,P023,D0292,DT0063,T019,400,160.59,1435.58,62800.42,33252.0,29548.42
S004348,20230613,P004,D0003,DT0037,T002,265,77.22,1090.05,19373.25,12465.6,6907.65
S004349,20250729,P023,D0125,DT0079,T013,55,156.98,11.72,8622.18,4572.15,4050.03
S004350,20241221,P006,D0044,DT0024,T013,735,55.97,1992.72,39145.23,17441.55,21703.68
S004351,20250428,P050,D0243,DT0003,T007,394,38.51,561.87,14611.07,8616.78,5994.29
S004352,20250705,P003,D0297,DT0074,T016,547,138.41,4595.16,71115.11,37496.85,33618.26
S004353,20250409,P025,D0116,DT0049,T012,27,108.4,16.2,2910.6,1254.15,1656.45
S004354,20251111,P016,D0280,DT0024,T022,617,129.61,3993.91,75975.46,37365.52,38609.94
S004355,20250927,P013,D0067,DT0058,T014,64,46.61,129.1,2853.94,1732.48,1121.46
S004356,20231229,P041,D0213,DT0060,T003,200,148.94,403.09,29384.91,16332.0,13052.91
S004357,20250311,P003,D0006,DT0084,T020,197,131.68,771.39,25169.57,13504.35,11665.22
S004358,20241205,P013,D0260,DT0044,T015,97,46.57,237.27,4280.02,2625.79,1654.23
S004359,20250609,P006,D0041,DT0084,T009,192,52.08,127.08,9872.28,4556.16,5316.12
S004360,20250202,P016,D0080,DT0023,T001,221,130.82,2182.51,26728.71,13383.76,13344.95
S004361,20251210,P010,D0037,DT0062,T020,615,164.71,680.32,100616.33,45528.45,55087.88
S004362,20240718,P014,D0068,DT0016,T030,171,132.51,665.86,21993.35,11050.02,10943.33
S004363,20230926,P024,D0120,DT0017,T008,75,198.68,684.22,14216.78,6354.0,7862.78
S004364,20231023,P023,D0105,DT0020,T016,240,163.32,2948.08,36248.72,19951.2,16297.52
S004365,20230405,P043,D0257,DT0072,T024,6,811.18,117.25,4749.83,2647.5,2102.33
S004366,20230426,P034,D0165,DT0006,T015,454,143.03,3196.28,61739.34,31412.26,30327.08
S004367,20250307,P016,D0076,DT0087,T028,252,129.03,906.02,31609.54,15261.12,16348.42
S004368,20250618,P023,D0119,DT0022,T021,282,153.02,3193.92,39957.72,23442.66,16515.06
S004369,20231020,P044,D0273,DT0033,T013,75,40.47,32.08,3003.17,1665.0,1338.17
S004370,20251107,P034,D0163,DT0039,T029,177,143.71,1108.28,24328.39,12246.63,12081.76
S004371,20230801,P004,D0009,DT0017,T018,694,76.59,261.96,52891.5,32645.76,20245.74
S004372,20251222,P025,D0268,DT0004,T018,126,107.84,544.61,13043.23,5852.7,7190.53
S004373,20230210,P032,D0158,DT0080,T014,44,38.87,66.38,1643.9,1089.0,554.9
S004374,20241020,P039,D0194,DT0050,T022,72,425.79,1011.78,29645.1,15269.04,14376.06
S004375,20250914,P041,D0205,DT0047,T011,130,146.98,886.01,18221.39,10615.8,7605.59
S004376,20231214,P020,D0287,DT0059,T013,200,104.09,717.91,20100.09,10050.0,10050.09
S004377,20230605,P038,D0182,DT0075,T021,94,63.79,7.68,5988.58,3777.86,2210.72
S004378,20240319,P044,D0224,DT0041,T022,506,40.69,536.75,20052.39,11233.2,8819.19
S004379,20230926,P033,D0173,DT0073,T025,556,155.12,994.27,85252.45,49856.52,35395.93
S004380,20240811,P032,D0257,DT0035,T025,612,38.04,1426.43,21854.05,15147.0,6707.05
S004381,20241116,P022,D0292,DT0085,T019,294,153.73,3092.11,42104.51,21238.56,20865.95
S004382,20230629,P004,D0017,DT0078,T010,206,75.3,80.29,15431.51,9690.24,5741.27
S004383,20230607,P044,D0225,DT0087,T019,621,39.37,817.49,23631.28,13786.2,9845.08
S004384,20231212,P016,D0093,DT0051,T009,67,132.51,500.67,8377.5,4057.52,4319.98
S004385,20241111,P021,D0117,DT0050,T024,327,86.0,1454.37,26667.63,20293.62,6374.01
S004386,20240211,P002,D0017,DT0027,T028,31,297.28,348.66,8867.02,5734.69,3132.33
S004387,20230430,P023,D0114,DT0037,T014,178,160.13,1298.16,27204.98,14797.14,12407.84
S004388,20231210,P003,D0019,DT0028,T024,256,136.22,2204.82,32667.5,17548.8,15118.7
S004389,20240402,P026,D0144,DT0080,T013,165,105.3,623.8,16750.7,11688.6,5062.1
S004390,20250331,P007,D0042,DT0036,T003,40,847.61,270.67,33633.73,15196.8,18436.93
S004391,20250113,P021,D0109,DT0092,T003,240,82.23,1464.57,18270.63,14894.4,3376.23
S004392,20240625,P002,D0002,DT0085,T013,5,310.06,102.68,1447.62,924.95,522.67
S004393,20240602,P044,D0275,DT0088,T018,685,40.37,608.09,27045.36,15207.0,11838.36
S004394,20230520,P044,D0225,DT0041,T019,671,40.14,1046.59,25887.35,14896.2,10991.15
S004395,20240531,P027,D0144,DT0053,T013,112,305.62,1991.92,32237.52,16449.44,15788.08
S004396,20250313,P005,D0007,DT0022,T021,162,84.2,452.64,13187.76,8354.34,4833.42
S004397,20250318,P024,D0116,DT0022,T012,31,195.99,273.7,5801.99,2626.32,3175.67
S004398,20230729,P041,D0213,DT0025,T003,293,146.9,2598.5,40443.2,23926.38,16516.82
S004399,20231218,P032,D0166,DT0073,T009,652,38.51,1311.51,23797.01,16137.0,7660.01
S004400,20241030,P013,D0275,DT0088,T018,706,46.92,1944.46,31181.06,19111.42,12069.64
S004401,20241220,P004,D0296,DT0052,T030,71,77.23,149.83,5333.5,3339.84,1993.66
S004402,20240809,P004,D0006,DT0072,T020,481,78.04,1967.28,35569.96,22626.24,12943.72
S004403,20231021,P023,D0114,DT0031,T014,409,161.93,3680.66,62548.71,34000.17,28548.54
S004404,20250522,P041,D0207,DT0087,T019,64,147.86,558.86,8904.18,5226.24,3677.94
S004405,20250312,P045,D0207,DT0057,T019,159,65.3,98.79,10283.91,5859.15,4424.76
S004406,20250511,P030,D0138,DT0032,T003,520,75.71,456.89,38912.31,22011.6,16900.71
S004407,20240327,P002,D0010,DT0064,T023,102,300.91,1762.24,28930.58,18868.98,10061.6
S004408,20240611,P003,D0020,DT0026,T012,179,138.96,1305.84,23568.0,12270.45,11297.55
S004409,20250627,P032,D0156,DT0023,T023,42,38.02,59.88,1536.96,1039.5,497.46
S004410,20231122,P023,D0125,DT0040,T014,134,153.79,374.12,20233.74,11139.42,9094.32
S004411,20230507,P008,D0049,DT0076,T029,11,787.35,218.17,8442.68,4508.68,3934.0
S004412,20250202,P045,D0213,DT0055,T003,52,62.03,62.74,3162.82,1916.2,1246.62
S004413,20241213,P022,D0125,DT0011,T013,555,151.32,785.62,83196.98,40093.2,43103.78
S004414,20240107,P030,D0136,DT0002,T014,445,71.59,1131.17,30726.38,18836.85,11889.53
S004415,20230203,P041,D0290,DT0026,T012,191,150.37,1545.52,27175.15,15597.06,11578.09
S004416,20240807,P010,D0037,DT0072,T020,719,160.65,4624.5,110882.85,53227.57,57655.28
S004417,20231123,P019,D0081,DT0078,T030,208,203.93,2628.39,39789.05,18154.24,21634.81
S004418,20240828,P044,D0272,DT0029,T027,333,40.19,111.44,13271.83,7392.6,5879.23
S004419,20230818,P050,D0231,DT0007,T029,198,39.69,186.52,7672.1,4330.26,3341.84
S004420,20240912,P031,D0174,DT0059,T014,302,142.35,815.91,42173.79,20931.62,21242.17
S004421,20230729,P003,D0020,DT0052,T021,214,140.4,1519.28,28526.32,14669.7,13856.62
S004422,20250703,P006,D0038,DT0028,T027,504,55.75,165.33,27932.67,11959.92,15972.75
S004423,20250718,P032,D0162,DT0053,T028,596,38.75,1707.06,21387.94,14751.0,6636.94
S004424,20240606,P002,D0008,DT0007,T026,54,296.67,763.63,15256.55,9989.46,5267.09
S004425,20240204,P022,D0119,DT0077,T021,344,148.5,2066.52,49017.48,24850.56,24166.92
S004426,20250730,P046,D0230,DT0059,T004,98,157.79,292.83,15170.59,7516.6,7653.99
S004427,20230414,P030,D0143,DT0096,T005,461,74.17,594.47,33597.9,19514.13,14083.77
S004428,20241006,P037,D0178,DT0084,T023,185,37.57,435.03,6515.42,3435.45,3079.97
S004429,20230630,P031,D0266,DT0052,T007,140,139.27,407.2,19090.6,9703.4,9387.2
S004430,20250126,P021,D0124,DT0044,T010,240,84.96,751.91,19638.49,14894.4,4744.09
S004431,20240321,P003,D0008,DT0013,T023,316,141.73,1248.31,43538.37,21661.8,21876.57
S004432,20230818,P025,D0112,DT0002,T018,13,107.31,88.97,1306.06,603.85,702.21
S004433,20241022,P029,D0150,DT0073,T001,354,49.21,678.86,16741.48,12503.28,4238.2
S004434,20240728,P010,D0029,DT0026,T016,458,160.15,1189.48,72159.22,33905.74,38253.48
S004435,20241127,P006,D0039,DT0027,T019,623,52.4,544.96,32100.24,14783.79,17316.45
S004436,20230807,P032,D0155,DT0006,T015,48,37.77,85.51,1727.45,1188.0,539.45
S004437,20230117,P015,D0056,DT0069,T010,78,101.65,211.1,7717.6,5930.34,1787.26
S004438,20250609,P027,D0130,DT0052,T024,121,303.28,763.3,35933.58,17771.27,18162.31
S004439,20250310,P003,D0025,DT0061,T005,346,138.73,2783.2,45217.38,23718.3,21499.08
S004440,20250329,P044,D0251,DT0030,T003,169,40.47,519.62,6319.81,3751.8,2568.01
S004441,20240122,P046,D0230,DT0079,T004,482,152.32,604.92,72813.32,36969.4,35843.92
S004442,20251105,P009,D0046,DT0020,T012,478,35.48,940.85,16018.59,11170.86,4847.73
S004443,20230828,P040,D0192,DT0002,T017,54,999.7,1351.79,52632.01,29798.82,22833.19
S004444,20230221,P040,D0183,DT0100,T006,45,970.81,938.41,42748.04,24832.35,17915.69
S004445,20231028,P029,D0300,DT0003,T021,283,51.09,165.29,14293.18,9995.56,4297.62
S004446,20250929,P044,D0210,DT0087,T028,756,40.34,2295.87,28201.17,16783.2,11417.97
S004447,20230425,P022,D0116,DT0070,T012,697,148.43,6964.88,96490.83,50351.28,46139.55
S004448,20240822,P021,D0120,DT0016,T024,171,86.77,427.23,14410.44,10612.26,3798.18
S004449,20240920,P034,D0160,DT0043,T016,98,139.55,715.63,12960.27,6780.62,6179.65
S004450,20250804,P016,D0089,DT0021,T006,435,127.89,2432.18,53199.97,26343.6,26856.37
S004451,20230423,P022,D0110,DT0035,T003,140,154.61,1142.3,20503.1,10113.6,10389.5
S004452,20250622,P013,D0262,DT0089,T030,288,49.93,624.53,13755.31,7796.16,5959.15
S004453,20240708,P033,D0174,DT0017,T014,44,162.14,182.52,6951.64,3945.48,3006.16
S004454,20240718,P032,D0169,DT0095,T021,54,39.41,147.76,1980.38,1336.5,643.88
S004455,20230725,P032,D0167,DT0023,T030,662,37.99,273.46,24875.92,16384.5,8491.42
S004456,20240220,P037,D0187,DT0004,T005,316,37.27,449.55,11327.77,5868.12,5459.65
S004457,20240525,P045,D0207,DT0063,T019,173,65.58,777.21,10568.13,6375.05,4193.08
S004458,20230206,P001,D0020,DT0058,T021,11,577.98,16.2,6341.58,3842.41,2499.17
S004459,20230215,P010,D0267,DT0043,T005,77,165.11,906.99,11806.48,5700.31,6106.17
S004460,20251117,P022,D0108,DT0074,T021,570,152.56,1403.52,85555.68,41176.8,44378.88
S004461,20240612,P034,D0152,DT0061,T005,200,139.76,2015.84,25936.16,13838.0,12098.16
S004462,20231216,P013,D0071,DT0034,T026,169,49.24,329.22,7992.34,4574.83,3417.51
S004463,20250111,P031,D0162,DT0082,T028,79,138.97,583.49,10395.14,5475.49,4919.65
S004464,20250321,P010,D0035,DT0016,T023,383,169.53,4303.21,60626.78,28353.49,32273.29
S004465,20230104,P011,D0298,DT0029,T017,762,114.4,187.48,86985.32,47541.18,39444.14
S004466,20230210,P020,D0098,DT0058,T026,481,102.79,535.32,48906.67,24170.25,24736.42
S004467,20250602,P003,D0025,DT0085,T013,267,140.03,1048.04,36339.97,18302.85,18037.12
S004468,20240416,P037,D0184,DT0078,T015,354,35.7,758.82,11878.98,6573.78,5305.2
S004469,20251007,P027,D0139,DT0088,T018,100,297.93,2117.04,27675.96,14687.0,12988.96
S004470,20230830,P004,D0011,DT0053,T028,515,76.24,1963.69,37299.91,24225.6,13074.31
S004471,20241120,P034,D0167,DT0060,T030,483,147.11,1233.99,69820.14,33418.77,36401.37
S004472,20231211,P004,D0009,DT0098,T018,213,75.38,27.43,16028.51,10019.52,6008.99
S004473,20250908,P014,D0065,DT0099,T021,323,134.81,3018.72,40524.91,20872.26,19652.65
S004474,20250525,P030,D0144,DT0041,T013,449,72.28,2383.32,30070.4,19006.17,11064.23
S004475,20240104,P003,D0001,DT0015,T006,283,131.43,2112.97,35081.72,19399.65,15682.07
S004476,20240202,P050,D0232,DT0019,T009,217,37.41,505.71,7612.26,4745.79,2866.47
S004477,20231208,P022,D0123,DT0092,T027,516,149.71,4023.72,73226.64,37275.84,35950.8
S004478,20240313,P006,D0027,DT0022,T016,483,52.25,606.32,24630.43,11461.59,13168.84
S004479,20240228,P010,D0041,DT0089,T030,419,160.36,3333.04,63857.8,31018.57,32839.23
S004480,20240716,P035,D0162,DT0033,T028,71,171.32,807.22,11356.5,7801.48,3555.02
S004481,20241014,P025,D0101,DT0054,T017,126,107.13,593.94,12904.44,5852.7,7051.74
S004482,20240513,P009,D0047,DT0035,T027,522,35.92,713.57,18036.67,12199.14,5837.53
S004483,20230311,P041,D0217,DT0088,T017,91,150.07,477.57,13178.8,7431.06,5747.74
S004484,20250331,P004,D0018,DT0092,T003,412,73.17,248.93,29897.11,19380.48,10516.63
S004485,20251028,P041,D0217,DT0053,T019,213,156.19,1414.33,31854.14,17393.58,14460.56
S004486,20230206,P013,D0061,DT0094,T010,572,47.03,267.93,26633.23,15484.04,11149.19
S004487,20230823,P034,D0164,DT0025,T011,394,144.17,3055.73,53747.25,27260.86,26486.39
S004488,20250221,P044,D0218,DT0025,T012,681,38.0,1336.27,24541.73,15118.2,9423.53
S004489,20250817,P050,D0236,DT0094,T010,450,39.5,224.51,17550.49,9841.5,7708.99
S004490,20240503,P040,D0198,DT0007,T014,66,983.04,2977.72,61902.92,36420.78,25482.14
S004491,20250813,P041,D0216,DT0089,T028,29,152.95,155.34,4280.21,2368.14,1912.07
S004492,20230121,P046,D0229,DT0029,T021,128,158.63,1135.36,19169.28,9817.6,9351.68
S004493,20230907,P018,D0089,DT0036,T006,156,36.44,383.29,5301.35,2979.6,2321.75
S004494,20240215,P026,D0253,DT0016,T030,429,101.05,1431.58,41918.87,30390.36,11528.51
S004495,20250113,P026,D0146,DT0018,T007,610,101.76,3869.5,58204.1,43212.4,14991.7
S004496,20230803,P031,D0171,DT0044,T010,244,135.42,68.76,32973.72,16911.64,16062.08
S004497,20241113,P006,D0036,DT0083,T001,131,55.64,472.85,6815.99,3108.63,3707.36
S004498,20250615,P028,D0126,DT0046,T016,126,264.03,900.88,32366.9,19696.32,12670.58
S004499,20240725,P024,D0103,DT0095,T016,40,209.55,399.06,7982.94,3388.8,4594.14
S004500,20250603,P014,D0068,DT0051,T030,602,129.85,681.26,77488.44,38901.24,38587.2
S004501,20230326,P026,D0129,DT0039,T017,610,104.37,4659.68,59006.02,43212.4,15793.62
S004502,20240315,P002,D0013,DT0017,T014,86,318.83,756.85,26662.53,15909.14,10753.39
S004503,20241211,P026,D0142,DT0063,T019,92,99.69,130.88,9040.6,6517.28,2523.32
S004504,20230429,P044,D0224,DT0087,T022,500,37.63,649.08,18165.92,11100.0,7065.92
S004505,20240708,P044,D0221,DT0060,T001,88,37.96,188.32,3152.16,1953.6,1198.56
S004506,20250225,P032,D0252,DT0039,T018,444,38.25,493.45,16489.55,10989.0,5500.55
S004507,20230408,P045,D0220,DT0019,T024,112,63.97,172.01,6992.63,4127.2,2865.43
S004508,20240901,P032,D0158,DT0025,T014,398,37.02,890.58,13843.38,9850.5,3992.88
S004509,20250923,P016,D0098,DT0058,T026,385,131.97,2584.31,48224.14,23315.6,24908.54
S004510,20251214,P004,D0018,DT0019,T003,675,77.21,2562.18,49554.57,31752.0,17802.57
S004511,20240906,P050,D0246,DT0040,T009,233,37.44,147.21,8576.31,5095.71,3480.6
S004512,20240710,P010,D0042,DT0023,T030,38,160.4,69.67,6025.53,2813.14,3212.39
S004513,20231010,P005,D0024,DT0068,T017,52,80.64,312.09,3881.19,2681.64,1199.55
S004514,20230409,P050,D0231,DT0096,T029,223,40.07,510.15,8425.46,4877.01,3548.45
S004515,20250906,P040,D0196,DT0062,T020,50,1023.68,2376.26,48807.74,27591.5,21216.24
S004516,20251216,P022,D0108,DT0049,T021,365,155.29,2032.39,54648.46,26367.6,28280.86
S004517,20231201,P006,D0026,DT0060,T025,527,55.66,1851.07,27481.75,12505.71,14976.04
S004518,20250213,P002,D0019,DT0055,T024,112,314.68,1357.43,33886.73,20718.88,13167.85
S004519,20230218,P011,D0065,DT0043,T021,133,116.54,171.32,15328.5,8297.87,7030.63
S004520,20240625,P004,D0017,DT0027,T028,419,77.92,273.0,32375.48,19709.76,12665.72
S004521,20231116,P003,D0001,DT0076,T006,124,134.91,722.65,16006.19,8500.2,7505.99
S004522,20250727,P034,D0154,DT0049,T021,517,142.17,3431.86,70070.03,35771.23,34298.8
S004523,20250815,P039,D0278,DT0091,T007,131,417.05,2305.28,52328.27,27781.17,24547.1
S004524,20251008,P040,D0182,DT0062,T025,129,971.16,2292.22,122987.42,71186.07,51801.35
S004525,20251012,P026,D0137,DT0032,T025,187,99.39,1087.13,17498.8,13247.08,4251.72
S004526,20240920,P006,D0045,DT0038,T023,687,53.68,1154.9,35723.26,16302.51,19420.75
S004527,20250307,P004,D0004,DT0047,T012,298,77.19,555.62,22447.0,14017.92,8429.08
S004528,20240915,P003,D0012,DT0025,T012,409,133.37,283.61,54264.72,28036.95,26227.77
S004529,20251227,P037,D0266,DT0071,T007,190,35.29,516.78,6188.32,3528.3,2660.02
S004530,20250816,P041,D0218,DT0090,T012,238,150.77,1114.65,34768.61,19435.08,15333.53
S004531,20230323,P011,D0268,DT0088,T018,87,114.93,622.24,9376.67,5427.93,3948.74
S004532,20240530,P043,D0202,DT0056,T019,112,849.36,6493.15,88635.17,49420.0,39215.17
S004533,20230319,P010,D0032,DT0035,T023,454,159.0,5483.43,66702.57,33609.62,33092.95
S004534,20240309,P016,D0083,DT0080,T004,571,131.28,2283.2,72677.68,34579.76,38097.92
S004535,20250515,P050,D0232,DT0019,T009,352,38.89,926.99,12762.29,7698.24,5064.05
S004536,20240204,P010,D0033,DT0081,T009,683,162.92,1344.23,109930.13,50562.49,59367.64
S004537,20240406,P033,D0279,DT0060,T025,90,157.27,341.92,13812.38,8070.3,5742.08
S004538,20240114,P010,D0037,DT0076,T020,662,169.34,354.24,111748.84,49007.86,62740.98
S004539,20230113,P003,D0009,DT0100,T006,480,132.03,3389.81,59984.59,32904.0,27080.59
S004540,20230617,P006,D0047,DT0097,T027,706,52.22,286.38,36580.94,16753.38,19827.56
S004541,20231020,P006,D0040,DT0004,T013,346,54.07,559.5,18148.72,8210.58,9938.14
S004542,20230417,P030,D0149,DT0043,T014,128,74.2,650.13,8847.47,5418.24,3429.23
S004543,20250623,P002,D0021,DT0094,T010,12,308.27,240.7,3458.54,2219.88,1238.66
S004544,20230811,P022,D0105,DT0002,T014,587,154.75,5158.58,85679.67,42404.88,43274.79
S004545,20230226,P005,D0278,DT0040,T029,90,82.27,59.35,7344.95,4641.3,2703.65
S004546,20230404,P039,D0196,DT0023,T020,99,425.03,67.39,42010.58,20994.93,21015.65
